FEATURE_SCHEMA_VERSION,SEASON,GAME_ID,GAME_DATE,TEAM_A_ID,TEAM_A,TEAM_B_ID,TEAM_B,TEAM_A_WON,OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,last_3_win_pct_diff,last_5_win_pct_diff,last_10_win_pct_diff,last_5_net_rating_diff,last_10_net_rating_diff,last_5_point_diff_diff,last_10_point_diff_diff,weighted_recent_win_pct_diff,weighted_recent_net_rating_diff,weighted_recent_point_diff,weighted_recent_ts_pct_diff,weighted_recent_def_rating_diff,playoff_net_rating_diff,playoff_off_rating_diff,playoff_def_rating_diff,last_5_playoff_net_rating_diff,last_5_playoff_point_diff,top_1_ppg_diff,top_1_mpg_diff,top_1_ts_pct_diff,top_3_ppg_diff,top_3_mpg_diff,top_3_ts_pct_diff,top_5_ppg_diff,top_5_mpg_diff,home_team_A,home_win_pct_diff,away_win_pct_diff,team_A_home_advantage,team_B_home_advantage,home_advantage_diff,clipped_home_win_pct_diff,clipped_away_win_pct_diff,rest_days_diff,team_A_rest_days,team_B_rest_days,rest_days_A,rest_days_B,rest_diff,is_back_to_back_A,is_back_to_back_B,elo_diff,team_A_season_elo,team_B_season_elo,season_elo_diff,season_elo_diff_carryover_0_25,season_elo_diff_carryover_0_5,efg_pct_diff,ts_pct_diff,turnover_pct_diff,reb_pct_diff,assist_turnover_ratio_diff,ft_rate_diff,season_h2h_win_pct_diff,season_h2h_margin_diff,h2h_win_pct_diff,h2h_margin_diff,h2h_net_rating_diff,h2h_efg_pct_diff,h2h_ts_pct_diff,h2h_turnover_pct_diff,h2h_reb_pct_diff,seed_difference,higher_seed_A,game_number,elimination_game,series_score_diff,three_point_offense_vs_defense_diff,paint_scoring_vs_paint_defense_diff,offensive_rebound_vs_defensive_rebound_diff,turnover_creation_vs_turnover_rate_diff,ft_rate_vs_foul_rate_diff,MISSING_FEATURE_COUNT,seed_A,seed_B
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500101,2016-04-17,1610612739,CLE,1610612765,DET,1,4.900000000000006,1.0,6.0,0.15799999999999992,442.0,-1.9300000000000068,-0.3333333333333333,-0.19999999999999996,0.0,4.952323429827778,7.169828658897492,6.0,7.800000000000001,-0.0444444444444444,6.1102502334024065,6.970370370370371,0.05241214958981644,-0.5024590188205167,0.0,0.0,0.0,0.0,0.0,6.5,4.900000000000002,0.05513499103845809,11.200000000000003,1.9000000000000057,0.033264008393405486,8.000000000000014,2.6000000000000227,1.0,0.3658536585365854,-0.04878048780487809,0.10975609756097571,0.09756097560975607,0.10975609756097571,0.25,-0.04878048780487809,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,65.31497562639038,1605.7300380685906,1540.4150624422002,65.31497562639038,65.31497562639038,65.31497562639038,0.033064028180042726,0.03552082364688103,-0.003806404962173257,-0.0008858797052379019,0.26278097294677716,-0.036755701946948716,-0.5,-3.5,-0.5,-3.5,-4.793256886101467,0.007241755029365637,0.0005940936920310058,-0.00388362397531046,-0.020172910662824284,7.0,1.0,1.0,0.0,0.0,0.08260452724515904,-0.04886151966044816,-0.02658858253480445,0.004953303005655607,-0.011405932336641222,0.0,1.0,8.0
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500102,2016-04-20,1610612739,CLE,1610612765,DET,1,4.900000000000006,1.0,6.0,0.15799999999999992,442.0,-1.9300000000000068,-0.3333333333333333,-0.19999999999999996,0.0,4.952323429827778,7.169828658897492,6.0,7.800000000000001,-0.0444444444444444,6.1102502334024065,6.970370370370371,0.05241214958981644,-0.5024590188205167,0.02635403889354393,0.013177019446771965,0.013177019446771965,0.02635403889354393,10.0,6.5,4.900000000000002,0.05513499103845809,11.200000000000003,1.9000000000000057,0.033264008393405486,8.000000000000014,2.6000000000000227,1.0,0.3658536585365854,-0.04878048780487809,0.10975609756097571,0.09756097560975607,0.10975609756097571,0.25,-0.04878048780487809,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,65.31497562639038,1605.7300380685906,1540.4150624422002,65.31497562639038,65.31497562639038,65.31497562639038,0.033064028180042726,0.03552082364688103,-0.003806404962173257,-0.0008858797052379019,0.26278097294677716,-0.036755701946948716,-0.5,-3.5,-0.5,-3.5,-4.793256886101467,0.007241755029365637,0.0005940936920310058,-0.00388362397531046,-0.020172910662824284,7.0,1.0,2.0,0.0,1.0,0.08260452724515904,-0.04886151966044816,-0.02658858253480445,0.004953303005655607,-0.011405932336641222,0.0,1.0,8.0
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500103,2016-04-22,1610612739,CLE,1610612765,DET,1,4.900000000000006,1.0,6.0,0.15799999999999992,442.0,-1.9300000000000068,-0.3333333333333333,-0.19999999999999996,0.0,4.952323429827778,7.169828658897492,6.0,7.800000000000001,-0.0444444444444444,6.1102502334024065,6.970370370370371,0.05241214958981644,-0.5024590188205167,19.42458909627436,9.71229454813718,9.71229454813718,19.42458909627436,22.0,6.5,4.900000000000002,0.05513499103845809,11.200000000000003,1.9000000000000057,0.033264008393405486,8.000000000000014,2.6000000000000227,0.0,-0.04878048780487809,0.3658536585365854,0.10975609756097571,0.09756097560975607,-0.09756097560975607,-0.04878048780487809,0.25,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,65.31497562639038,1605.7300380685906,1540.4150624422002,65.31497562639038,65.31497562639038,65.31497562639038,0.033064028180042726,0.03552082364688103,-0.003806404962173257,-0.0008858797052379019,0.26278097294677716,-0.036755701946948716,-0.5,-3.5,-0.5,-3.5,-4.793256886101467,0.007241755029365637,0.0005940936920310058,-0.00388362397531046,-0.020172910662824284,7.0,1.0,3.0,0.0,2.0,0.08260452724515904,-0.04886151966044816,-0.02658858253480445,0.004953303005655607,-0.011405932336641222,0.0,1.0,8.0
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500104,2016-04-24,1610612739,CLE,1610612765,DET,1,4.900000000000006,1.0,6.0,0.15799999999999992,442.0,-1.9300000000000068,-0.3333333333333333,-0.19999999999999996,0.0,4.952323429827778,7.169828658897492,6.0,7.800000000000001,-0.0444444444444444,6.1102502334024065,6.970370370370371,0.05241214958981644,-0.5024590188205167,20.625935308141322,10.312967654070647,10.312967654070647,20.625935308141322,21.333333333333332,6.5,4.900000000000002,0.05513499103845809,11.200000000000003,1.9000000000000057,0.033264008393405486,8.000000000000014,2.6000000000000227,0.0,-0.04878048780487809,0.3658536585365854,0.10975609756097571,0.09756097560975607,-0.09756097560975607,-0.04878048780487809,0.25,0.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,65.31497562639038,1605.7300380685906,1540.4150624422002,65.31497562639038,65.31497562639038,65.31497562639038,0.033064028180042726,0.03552082364688103,-0.003806404962173257,-0.0008858797052379019,0.26278097294677716,-0.036755701946948716,-0.5,-3.5,-0.5,-3.5,-4.793256886101467,0.007241755029365637,0.0005940936920310058,-0.00388362397531046,-0.020172910662824284,7.0,1.0,4.0,1.0,3.0,0.08260452724515904,-0.04886151966044816,-0.02658858253480445,0.004953303005655607,-0.011405932336641222,0.0,1.0,8.0
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500111,2016-04-16,1610612754,IND,1610612761,TOR,1,-5.5,2.5999999999999943,-2.8000000000000003,-0.134,-229.0,4.0,0.0,0.0,0.0,0.45191952121445844,2.092044466004799,0.40000000000000036,0.8999999999999995,-0.007407407407407418,1.2378736573861238,0.43703703703703756,0.014310348737335388,0.6544823775253406,0.0,0.0,0.0,0.0,0.0,-0.3999999999999986,-1.1000000000000014,0.007190312704984159,-8.499999999999993,3.8999999999999773,-0.03125432157112906,-7.299999999999997,-4.5,0.0,-0.3170731707317073,0.04878048780487809,0.08536585365853655,0.09756097560975607,-0.09756097560975607,-0.25,0.04878048780487809,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,-96.12865172194984,1534.7855926832076,1630.9142444051574,-96.12865172194984,-96.12865172194984,-96.12865172194984,-0.00654377624953667,-0.015322118195395085,-0.01566446789171877,-0.017435544680661053,-0.06482945290792363,-0.06038220194871663,-0.5,-5.5,-0.5,-5.5,-4.243027661397399,-0.009711900174327937,-0.0262744941377826,0.03801104866586212,-0.06515580736543919,-5.0,0.0,1.0,0.0,0.0,-0.009913864418375107,0.030503831408703608,-0.029019659322578772,0.031007993463087496,-0.05604505929347742,0.0,7.0,2.0
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500112,2016-04-18,1610612754,IND,1610612761,TOR,0,-5.5,2.5999999999999943,-2.8000000000000003,-0.134,-229.0,4.0,0.0,0.0,0.0,0.45191952121445844,2.092044466004799,0.40000000000000036,0.8999999999999995,-0.007407407407407418,1.2378736573861238,0.43703703703703756,0.014310348737335388,0.6544823775253406,18.821688229582946,9.410844114791473,9.410844114791473,18.821688229582946,20.0,-0.3999999999999986,-1.1000000000000014,0.007190312704984159,-8.499999999999993,3.8999999999999773,-0.03125432157112906,-7.299999999999997,-4.5,0.0,-0.3170731707317073,0.04878048780487809,0.08536585365853655,0.09756097560975607,-0.09756097560975607,-0.25,0.04878048780487809,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,-96.12865172194984,1534.7855926832076,1630.9142444051574,-96.12865172194984,-96.12865172194984,-96.12865172194984,-0.00654377624953667,-0.015322118195395085,-0.01566446789171877,-0.017435544680661053,-0.06482945290792363,-0.06038220194871663,-0.5,-5.5,-0.5,-5.5,-4.243027661397399,-0.009711900174327937,-0.0262744941377826,0.03801104866586212,-0.06515580736543919,-5.0,0.0,2.0,0.0,1.0,-0.009913864418375107,0.030503831408703608,-0.029019659322578772,0.031007993463087496,-0.05604505929347742,0.0,7.0,2.0
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500113,2016-04-21,1610612754,IND,1610612761,TOR,0,-5.5,2.5999999999999943,-2.8000000000000003,-0.134,-229.0,4.0,0.0,0.0,0.0,0.45191952121445844,2.092044466004799,0.40000000000000036,0.8999999999999995,-0.007407407407407418,1.2378736573861238,0.43703703703703756,0.014310348737335388,0.6544823775253406,-0.6585668559980888,-0.3292834279990302,-0.3292834279990302,-0.6585668559980888,-1.0,-0.3999999999999986,-1.1000000000000014,0.007190312704984159,-8.499999999999993,3.8999999999999773,-0.03125432157112906,-7.299999999999997,-4.5,1.0,0.04878048780487809,-0.3170731707317073,0.08536585365853655,0.09756097560975607,0.08536585365853655,0.04878048780487809,-0.25,0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,-96.12865172194984,1534.7855926832076,1630.9142444051574,-96.12865172194984,-96.12865172194984,-96.12865172194984,-0.00654377624953667,-0.015322118195395085,-0.01566446789171877,-0.017435544680661053,-0.06482945290792363,-0.06038220194871663,-0.5,-5.5,-0.5,-5.5,-4.243027661397399,-0.009711900174327937,-0.0262744941377826,0.03801104866586212,-0.06515580736543919,-5.0,0.0,3.0,0.0,0.0,-0.009913864418375107,0.030503831408703608,-0.029019659322578772,0.031007993463087496,-0.05604505929347742,0.0,7.0,2.0
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500114,2016-04-23,1610612754,IND,1610612761,TOR,1,-5.5,2.5999999999999943,-2.8000000000000003,-0.134,-229.0,4.0,0.0,0.0,0.0,0.45191952121445844,2.092044466004799,0.40000000000000036,0.8999999999999995,-0.007407407407407418,1.2378736573861238,0.43703703703703756,0.014310348737335388,0.6544823775253406,-6.525672873278249,-3.2628364366391054,-3.2628364366391054,-6.525672873278249,-11.333333333333334,-0.3999999999999986,-1.1000000000000014,0.007190312704984159,-8.499999999999993,3.8999999999999773,-0.03125432157112906,-7.299999999999997,-4.5,1.0,0.04878048780487809,-0.3170731707317073,0.08536585365853655,0.09756097560975607,0.08536585365853655,0.04878048780487809,-0.25,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,-96.12865172194984,1534.7855926832076,1630.9142444051574,-96.12865172194984,-96.12865172194984,-96.12865172194984,-0.00654377624953667,-0.015322118195395085,-0.01566446789171877,-0.017435544680661053,-0.06482945290792363,-0.06038220194871663,-0.5,-5.5,-0.5,-5.5,-4.243027661397399,-0.009711900174327937,-0.0262744941377826,0.03801104866586212,-0.06515580736543919,-5.0,0.0,4.0,0.0,-1.0,-0.009913864418375107,0.030503831408703608,-0.029019659322578772,0.031007993463087496,-0.05604505929347742,0.0,7.0,2.0
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500115,2016-04-26,1610612754,IND,1610612761,TOR,0,-5.5,2.5999999999999943,-2.8000000000000003,-0.134,-229.0,4.0,0.0,0.0,0.0,0.45191952121445844,2.092044466004799,0.40000000000000036,0.8999999999999995,-0.007407407407407418,1.2378736573861238,0.43703703703703756,0.014310348737335388,0.6544823775253406,6.182830555738853,3.09141527786943,3.09141527786943,6.182830555738853,0.0,-0.3999999999999986,-1.1000000000000014,0.007190312704984159,-8.499999999999993,3.8999999999999773,-0.03125432157112906,-7.299999999999997,-4.5,0.0,-0.3170731707317073,0.04878048780487809,0.08536585365853655,0.09756097560975607,-0.09756097560975607,-0.25,0.04878048780487809,0.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,-96.12865172194984,1534.7855926832076,1630.9142444051574,-96.12865172194984,-96.12865172194984,-96.12865172194984,-0.00654377624953667,-0.015322118195395085,-0.01566446789171877,-0.017435544680661053,-0.06482945290792363,-0.06038220194871663,-0.5,-5.5,-0.5,-5.5,-4.243027661397399,-0.009711900174327937,-0.0262744941377826,0.03801104866586212,-0.06515580736543919,-5.0,0.0,5.0,0.0,0.0,-0.009913864418375107,0.030503831408703608,-0.029019659322578772,0.031007993463087496,-0.05604505929347742,0.0,7.0,2.0
2026-06-01-feature-v8-playoff-form-audit,2015-16,41500116,2016-04-29,1610612754,IND,1610612761,TOR,1,-5.5,2.5999999999999943,-2.8000000000000003,-0.134,-229.0,4.0,0.0,0.0,0.0,0.45191952121445844,2.092044466004799,0.40000000000000036,0.8999999999999995,-0.007407407407407418,1.2378736573861238,0.43703703703703756,0.014310348737335388,0.6544823775253406,5.224890665766674,2.6124453328833397,2.6124453328833397,5.224890665766674,-1.2,-0.3999999999999986,-1.1000000000000014,0.007190312704984159,-8.499999999999993,3.8999999999999773,-0.03125432157112906,-7.299999999999997,-4.5,1.0,0.04878048780487809,-0.3170731707317073,0.08536585365853655,0.09756097560975607,0.08536585365853655,0.04878048780487809,-0.25,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,-96.12865172194984,1534.7855926832076,1630.9142444051574,-96.12865172194984,-96.12865172194984,-96.12865172194984,-0.00654377624953667,-0.015322118195395085,-0.01566446789171877,-0.017435544680661053,-0.06482945290792363,-0.06038220194871663,-0.5,-5.5,-0.5,-5.5,-4.243027661397399,-0.009711900174327937,-0.0262744941377826,0.03801104866586212,-0.06515580736543919,-5.0,0.0,6.0,1.0,-1.0,-0.009913864418375107,0.030503831408703608,-0.029019659322578772,0.031007993463087496,-0.05604505929347742,0.0,7.0,2.0
