model,model_type,calibration_method,train_seasons,test_seasons,feature_set,prediction_context_mode,n_features,features,train_rows,test_rows,accuracy,roc_auc,brier_score,log_loss,precision,recall,f1,expected_calibration_error,bin_index,bin_lower,bin_upper,bin_count,mean_predicted_probability,observed_win_rate,calibration_gap
Logistic Regression,Logistic Regression,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6933333333333335,0.2233101254400379,0.6393862883739342,0.673469387755102,0.7252747252747253,0.6984126984126984,0.060595004593418454,8,0.7000000000000001,0.8,18,0.7692706692075962,0.5,0.26927066920759624
Logistic Regression,Logistic Regression,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6933333333333335,0.2233101254400379,0.6393862883739342,0.673469387755102,0.7252747252747253,0.6984126984126984,0.060595004593418454,9,0.8,0.9,18,0.8379499788121951,0.7777777777777778,0.06017220103441734
Logistic Regression,Logistic Regression,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6933333333333335,0.2233101254400379,0.6393862883739342,0.673469387755102,0.7252747252747253,0.6984126984126984,0.060595004593418454,10,0.9,1.0,14,0.9083333333333333,0.8571428571428571,0.05119047619047623
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,1,0.0,0.1,0,,,
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,2,0.1,0.2,7,0.16698610954013318,0.14285714285714285,0.024128966682990333
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,3,0.2,0.30000000000000004,14,0.24254876908452366,0.42857142857142855,0.18602265948690488
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,4,0.30000000000000004,0.4,20,0.350233604045919,0.35,0.0002336040459190447
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,5,0.4,0.5,27,0.4421561426746177,0.4074074074074074,0.03474873526721034
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,6,0.5,0.6000000000000001,18,0.5409150433261174,0.5555555555555556,0.014640512229438185
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,7,0.6000000000000001,0.7000000000000001,33,0.6436235750197256,0.6666666666666666,0.023043091646941072
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,8,0.7000000000000001,0.8,22,0.7468241455110681,0.6818181818181818,0.06500596369288636
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,9,0.8,0.9,15,0.8582061520468665,0.7333333333333333,0.12487281871353317
Logistic Regression,Logistic Regression,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6892307692307692,0.22332521070371236,0.6390350158043994,0.673469387755102,0.7252747252747253,0.6984126984126984,0.05562943499869398,10,0.9,1.0,10,0.9191203550627101,0.8,0.11912035506271001
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,1,0.0,0.1,0,,,
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,2,0.1,0.2,0,,,
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,3,0.2,0.30000000000000004,13,0.263042386414242,0.23076923076923078,0.03227315564501121
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,4,0.30000000000000004,0.4,17,0.35211584243854704,0.47058823529411764,0.1184723928555706
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,5,0.4,0.5,32,0.45891572643224143,0.375,0.08391572643224143
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,6,0.5,0.6000000000000001,18,0.5329980575833053,0.5,0.03299805758330532
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,7,0.6000000000000001,0.7000000000000001,47,0.6502588961920346,0.6170212765957447,0.0332376195962899
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,8,0.7000000000000001,0.8,14,0.7471796162360265,0.7857142857142857,0.03853466947825923
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,9,0.8,0.9,25,0.8463746842399104,0.76,0.08637468423991035
Logistic Regression,Logistic Regression,sigmoid,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6445783132530121,0.6882051282051282,0.22145847321696288,0.6328210147139509,0.6538461538461539,0.7472527472527473,0.6974358974358974,0.06008355773481977,10,0.9,1.0,0,,,
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,1,0.0,0.1,0,,,
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,2,0.1,0.2,0,,,
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,3,0.2,0.30000000000000004,0,,,
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,4,0.30000000000000004,0.4,11,0.3811115405451693,0.45454545454545453,0.0734339140002852
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,5,0.4,0.5,67,0.4455151840372476,0.373134328358209,0.07238085567903862
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,6,0.5,0.6000000000000001,13,0.5506517938583154,0.5384615384615384,0.012190255396776983
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,7,0.6000000000000001,0.7000000000000001,27,0.6601254829092745,0.6666666666666666,0.0065411837573920995
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,8,0.7000000000000001,0.8,48,0.7260911496637202,0.75,0.023908850336279763
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,9,0.8,0.9,0,,,
Random Forest,Random Forest,isotonic,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.7076190476190477,0.22053286094702815,0.6317627399356783,0.6931818181818182,0.6703296703296703,0.6815642458100558,0.04301205109787856,10,0.9,1.0,0,,,
Random Forest,Random Forest,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6917216117216117,0.22456005034707507,0.6403081084080127,0.6847826086956522,0.6923076923076923,0.6885245901639344,0.0901239694505614,1,0.0,0.1,0,,,
Random Forest,Random Forest,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6917216117216117,0.22456005034707507,0.6403081084080127,0.6847826086956522,0.6923076923076923,0.6885245901639344,0.0901239694505614,2,0.1,0.2,2,0.1963314420644754,0.5,0.3036685579355246
Random Forest,Random Forest,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6917216117216117,0.22456005034707507,0.6403081084080127,0.6847826086956522,0.6923076923076923,0.6885245901639344,0.0901239694505614,3,0.2,0.30000000000000004,9,0.22592023625412802,0.4444444444444444,0.2185242081903164
Random Forest,Random Forest,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6917216117216117,0.22456005034707507,0.6403081084080127,0.6847826086956522,0.6923076923076923,0.6885245901639344,0.0901239694505614,4,0.30000000000000004,0.4,44,0.34816995941279083,0.4090909090909091,0.060920949678118286
Random Forest,Random Forest,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6917216117216117,0.22456005034707507,0.6403081084080127,0.6847826086956522,0.6923076923076923,0.6885245901639344,0.0901239694505614,5,0.4,0.5,19,0.4614310931049601,0.2631578947368421,0.19827319836811802
Random Forest,Random Forest,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6917216117216117,0.22456005034707507,0.6403081084080127,0.6847826086956522,0.6923076923076923,0.6885245901639344,0.0901239694505614,6,0.5,0.6000000000000001,6,0.5189961400668323,0.6666666666666666,0.14767052659983437
Random Forest,Random Forest,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6917216117216117,0.22456005034707507,0.6403081084080127,0.6847826086956522,0.6923076923076923,0.6885245901639344,0.0901239694505614,7,0.6000000000000001,0.7000000000000001,34,0.6493785980644764,0.5882352941176471,0.06114330394682932
Random Forest,Random Forest,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6917216117216117,0.22456005034707507,0.6403081084080127,0.6847826086956522,0.6923076923076923,0.6885245901639344,0.0901239694505614,8,0.7000000000000001,0.8,23,0.7505070423529496,0.6521739130434783,0.09833312930947136
Random Forest,Random Forest,raw,"2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23","2023-24,2024-25",baseline_plus_corrected_signs,Current Hypothetical,11,"OFF_RATING_DIFF,DEF_RATING_DIFF,NET_RATING_DIFF,W_PCT_DIFF,PLUS_MINUS_DIFF,PACE_DIFF,home_team_A,clipped_home_win_pct_diff,clipped_away_win_pct_diff,seed_difference,higher_seed_A",668,166,0.6566265060240963,0.6917216117216117,0.22456005034707507,0.6403081084080127,0.6847826086956522,0.6923076923076923,0.6885245901639344,0.0901239694505614,9,0.8,0.9,27,0.833855005898406,0.8148148148148148,0.01904019108359123
